,state_id,state_name,area_type,age_group,education_level,male,female,total
29585,16,State - TRIPURA,Total,10,Graduate,0,0,0
29586,16,State - TRIPURA,Total,11,Graduate,0,0,0
29587,16,State - TRIPURA,Total,12,Graduate,0,0,0
29588,16,State - TRIPURA,Total,13,Graduate,0,0,0
29589,16,State - TRIPURA,Total,14,Graduate,0,0,0
29590,16,State - TRIPURA,Total,15,Graduate,0,0,0
29591,16,State - TRIPURA,Total,16,Graduate,0,0,0
29592,16,State - TRIPURA,Total,17,Graduate,0,0,0
29593,16,State - TRIPURA,Total,18,Graduate,0,0,0
29594,16,State - TRIPURA,Total,19,Graduate,0,0,0
29595,16,State - TRIPURA,Total,20-24,Graduate,9507,7971,17478
29596,16,State - TRIPURA,Total,25-29,Graduate,13555,9889,23444
29597,16,State - TRIPURA,Total,30-34,Graduate,11744,7492,19236
29598,16,State - TRIPURA,Total,35-39,Graduate,12310,6829,19139
29599,16,State - TRIPURA,Total,40-44,Graduate,11494,5660,17154
29600,16,State - TRIPURA,Total,45-49,Graduate,10118,4424,14542
29601,16,State - TRIPURA,Total,50-54,Graduate,6921,3003,9924
29602,16,State - TRIPURA,Total,55-59,Graduate,5336,1982,7318
29603,16,State - TRIPURA,Total,60-64,Graduate,3904,1148,5052
29604,16,State - TRIPURA,Total,65-69,Graduate,1850,459,2309
29605,16,State - TRIPURA,Total,70-74,Graduate,1022,172,1194
29606,16,State - TRIPURA,Total,75-79,Graduate,493,65,558
29607,16,State - TRIPURA,Total,80+,Graduate,327,80,407
29608,16,State - TRIPURA,Total,Age not stated,Graduate,40,17,57
29609,16,State - TRIPURA,Rural,All ages,Graduate,34869,13184,48053
29610,16,State - TRIPURA,Rural,0-6,Graduate,0,0,0
29611,16,State - TRIPURA,Rural,7,Graduate,0,0,0
29612,16,State - TRIPURA,Rural,8,Graduate,0,0,0
29613,16,State - TRIPURA,Rural,9,Graduate,0,0,0
29614,16,State - TRIPURA,Rural,10,Graduate,0,0,0
29615,16,State - TRIPURA,Rural,11,Graduate,0,0,0
29616,16,State - TRIPURA,Rural,12,Graduate,0,0,0
29617,16,State - TRIPURA,Rural,13,Graduate,0,0,0
29618,16,State - TRIPURA,Rural,14,Graduate,0,0,0
29619,16,State - TRIPURA,Rural,15,Graduate,0,0,0
29620,16,State - TRIPURA,Rural,16,Graduate,0,0,0
29621,16,State - TRIPURA,Rural,17,Graduate,0,0,0
29622,16,State - TRIPURA,Rural,18,Graduate,0,0,0
29623,16,State - TRIPURA,Rural,19,Graduate,0,0,0
29624,16,State - TRIPURA,Rural,20-24,Graduate,4809,3146,7955
29625,16,State - TRIPURA,Rural,25-29,Graduate,6619,3508,10127
29626,16,State - TRIPURA,Rural,30-34,Graduate,5566,2259,7825
29627,16,State - TRIPURA,Rural,35-39,Graduate,5483,1787,7270
29628,16,State - TRIPURA,Rural,40-44,Graduate,4638,1192,5830
29629,16,State - TRIPURA,Rural,45-49,Graduate,3541,662,4203
29630,16,State - TRIPURA,Rural,50-54,Graduate,1850,324,2174
29631,16,State - TRIPURA,Rural,55-59,Graduate,1078,170,1248
29632,16,State - TRIPURA,Rural,60-64,Graduate,691,75,766
29633,16,State - TRIPURA,Rural,65-69,Graduate,294,23,317
29634,16,State - TRIPURA,Rural,70-74,Graduate,136,12,148
29635,16,State - TRIPURA,Rural,75-79,Graduate,58,5,63
29636,16,State - TRIPURA,Rural,80+,Graduate,90,13,103
29637,16,State - TRIPURA,Rural,Age not stated,Graduate,16,8,24
29638,16,State - TRIPURA,Urban,All ages,Graduate,53752,36007,89759
29639,16,State - TRIPURA,Urban,0-6,Graduate,0,0,0
29640,16,State - TRIPURA,Urban,7,Graduate,0,0,0
29641,16,State - TRIPURA,Urban,8,Graduate,0,0,0
29642,16,State - TRIPURA,Urban,9,Graduate,0,0,0
29643,16,State - TRIPURA,Urban,10,Graduate,0,0,0
29644,16,State - TRIPURA,Urban,11,Graduate,0,0,0
29645,16,State - TRIPURA,Urban,12,Graduate,0,0,0
29646,16,State - TRIPURA,Urban,13,Graduate,0,0,0
29647,16,State - TRIPURA,Urban,14,Graduate,0,0,0
29648,16,State - TRIPURA,Urban,15,Graduate,0,0,0
29649,16,State - TRIPURA,Urban,16,Graduate,0,0,0
29650,16,State - TRIPURA,Urban,17,Graduate,0,0,0
29651,16,State - TRIPURA,Urban,18,Graduate,0,0,0
29652,16,State - TRIPURA,Urban,19,Graduate,0,0,0
29653,16,State - TRIPURA,Urban,20-24,Graduate,4698,4825,9523
29654,16,State - TRIPURA,Urban,25-29,Graduate,6936,6381,13317
29655,16,State - TRIPURA,Urban,30-34,Graduate,6178,5233,11411
29656,16,State - TRIPURA,Urban,35-39,Graduate,6827,5042,11869
29657,16,State - TRIPURA,Urban,40-44,Graduate,6856,4468,11324
29658,16,State - TRIPURA,Urban,45-49,Graduate,6577,3762,10339
29659,16,State - TRIPURA,Urban,50-54,Graduate,5071,2679,7750
29660,16,State - TRIPURA,Urban,55-59,Graduate,4258,1812,6070
29661,16,State - TRIPURA,Urban,60-64,Graduate,3213,1073,4286
29662,16,State - TRIPURA,Urban,65-69,Graduate,1556,436,1992
29663,16,State - TRIPURA,Urban,70-74,Graduate,886,160,1046
29664,16,State - TRIPURA,Urban,75-79,Graduate,435,60,495
29665,16,State - TRIPURA,Urban,80+,Graduate,237,67,304
29666,16,State - TRIPURA,Urban,Age not stated,Graduate,24,9,33
29667,17,State - MEGHALAYA,Total,All ages,Graduate,46311,44208,90519
29668,17,State - MEGHALAYA,Total,0-6,Graduate,0,0,0
29669,17,State - MEGHALAYA,Total,7,Graduate,0,0,0
29670,17,State - MEGHALAYA,Total,8,Graduate,0,0,0
29671,17,State - MEGHALAYA,Total,9,Graduate,0,0,0
29672,17,State - MEGHALAYA,Total,10,Graduate,0,0,0
29673,17,State - MEGHALAYA,Total,11,Graduate,0,0,0
29674,17,State - MEGHALAYA,Total,12,Graduate,0,0,0
29675,17,State - MEGHALAYA,Total,13,Graduate,0,0,0
29676,17,State - MEGHALAYA,Total,14,Graduate,0,0,0
29677,17,State - MEGHALAYA,Total,15,Graduate,0,0,0
29678,17,State - MEGHALAYA,Total,16,Graduate,0,0,0
29679,17,State - MEGHALAYA,Total,17,Graduate,0,0,0
29680,17,State - MEGHALAYA,Total,18,Graduate,0,0,0
29681,17,State - MEGHALAYA,Total,19,Graduate,0,0,0
29682,17,State - MEGHALAYA,Total,20-24,Graduate,6658,8647,15305
29683,17,State - MEGHALAYA,Total,25-29,Graduate,9966,11424,21390
29684,17,State - MEGHALAYA,Total,30-34,Graduate,8068,7910,15978
29685,17,State - MEGHALAYA,Total,35-39,Graduate,6089,5548,11637
29686,17,State - MEGHALAYA,Total,40-44,Graduate,4504,3509,8013
29687,17,State - MEGHALAYA,Total,45-49,Graduate,3331,2403,5734
29688,17,State - MEGHALAYA,Total,50-54,Graduate,2597,1693,4290
29689,17,State - MEGHALAYA,Total,55-59,Graduate,1851,1272,3123
29690,17,State - MEGHALAYA,Total,60-64,Graduate,1356,826,2182
29691,17,State - MEGHALAYA,Total,65-69,Graduate,737,422,1159
29692,17,State - MEGHALAYA,Total,70-74,Graduate,499,240,739
29693,17,State - MEGHALAYA,Total,75-79,Graduate,288,117,405
29694,17,State - MEGHALAYA,Total,80+,Graduate,287,152,439
29695,17,State - MEGHALAYA,Total,Age not stated,Graduate,80,45,125
29696,17,State - MEGHALAYA,Rural,All ages,Graduate,14884,12603,27487
29697,17,State - MEGHALAYA,Rural,0-6,Graduate,0,0,0
29698,17,State - MEGHALAYA,Rural,7,Graduate,0,0,0
29699,17,State - MEGHALAYA,Rural,8,Graduate,0,0,0
29700,17,State - MEGHALAYA,Rural,9,Graduate,0,0,0
29701,17,State - MEGHALAYA,Rural,10,Graduate,0,0,0
29702,17,State - MEGHALAYA,Rural,11,Graduate,0,0,0
29703,17,State - MEGHALAYA,Rural,12,Graduate,0,0,0
29704,17,State - MEGHALAYA,Rural,13,Graduate,0,0,0
29705,17,State - MEGHALAYA,Rural,14,Graduate,0,0,0
29706,17,State - MEGHALAYA,Rural,15,Graduate,0,0,0
29707,17,State - MEGHALAYA,Rural,16,Graduate,0,0,0
29708,17,State - MEGHALAYA,Rural,17,Graduate,0,0,0
29709,17,State - MEGHALAYA,Rural,18,Graduate,0,0,0
29710,17,State - MEGHALAYA,Rural,19,Graduate,0,0,0
29711,17,State - MEGHALAYA,Rural,20-24,Graduate,2551,3182,5733
29712,17,State - MEGHALAYA,Rural,25-29,Graduate,3646,3778,7424
29713,17,State - MEGHALAYA,Rural,30-34,Graduate,2821,2351,5172
29714,17,State - MEGHALAYA,Rural,35-39,Graduate,1990,1493,3483
29715,17,State - MEGHALAYA,Rural,40-44,Graduate,1420,771,2191
29716,17,State - MEGHALAYA,Rural,45-49,Graduate,914,442,1356
29717,17,State - MEGHALAYA,Rural,50-54,Graduate,577,227,804
29718,17,State - MEGHALAYA,Rural,55-59,Graduate,339,147,486
29719,17,State - MEGHALAYA,Rural,60-64,Graduate,264,88,352
29720,17,State - MEGHALAYA,Rural,65-69,Graduate,133,31,164
29721,17,State - MEGHALAYA,Rural,70-74,Graduate,85,22,107
29722,17,State - MEGHALAYA,Rural,75-79,Graduate,44,15,59
29723,17,State - MEGHALAYA,Rural,80+,Graduate,51,25,76
29724,17,State - MEGHALAYA,Rural,Age not stated,Graduate,49,31,80
29725,17,State - MEGHALAYA,Urban,All ages,Graduate,31427,31605,63032
29726,17,State - MEGHALAYA,Urban,0-6,Graduate,0,0,0
29727,17,State - MEGHALAYA,Urban,7,Graduate,0,0,0
29728,17,State - MEGHALAYA,Urban,8,Graduate,0,0,0
29729,17,State - MEGHALAYA,Urban,9,Graduate,0,0,0
29730,17,State - MEGHALAYA,Urban,10,Graduate,0,0,0
29731,17,State - MEGHALAYA,Urban,11,Graduate,0,0,0
29732,17,State - MEGHALAYA,Urban,12,Graduate,0,0,0
29733,17,State - MEGHALAYA,Urban,13,Graduate,0,0,0
29734,17,State - MEGHALAYA,Urban,14,Graduate,0,0,0
29735,17,State - MEGHALAYA,Urban,15,Graduate,0,0,0
29736,17,State - MEGHALAYA,Urban,16,Graduate,0,0,0
29737,17,State - MEGHALAYA,Urban,17,Graduate,0,0,0
29738,17,State - MEGHALAYA,Urban,18,Graduate,0,0,0
29739,17,State - MEGHALAYA,Urban,19,Graduate,0,0,0
29740,17,State - MEGHALAYA,Urban,20-24,Graduate,4107,5465,9572
29741,17,State - MEGHALAYA,Urban,25-29,Graduate,6320,7646,13966
29742,17,State - MEGHALAYA,Urban,30-34,Graduate,5247,5559,10806
29743,17,State - MEGHALAYA,Urban,35-39,Graduate,4099,4055,8154
29744,17,State - MEGHALAYA,Urban,40-44,Graduate,3084,2738,5822
29745,17,State - MEGHALAYA,Urban,45-49,Graduate,2417,1961,4378
29746,17,State - MEGHALAYA,Urban,50-54,Graduate,2020,1466,3486
29747,17,State - MEGHALAYA,Urban,55-59,Graduate,1512,1125,2637
29748,17,State - MEGHALAYA,Urban,60-64,Graduate,1092,738,1830
29749,17,State - MEGHALAYA,Urban,65-69,Graduate,604,391,995
29750,17,State - MEGHALAYA,Urban,70-74,Graduate,414,218,632
29751,17,State - MEGHALAYA,Urban,75-79,Graduate,244,102,346
29752,17,State - MEGHALAYA,Urban,80+,Graduate,236,127,363
29753,17,State - MEGHALAYA,Urban,Age not stated,Graduate,31,14,45
29754,18,State - ASSAM,Total,All ages,Graduate,639241,372104,1011345
29755,18,State - ASSAM,Total,0-6,Graduate,0,0,0
29756,18,State - ASSAM,Total,7,Graduate,0,0,0
29757,18,State - ASSAM,Total,8,Graduate,0,0,0
29758,18,State - ASSAM,Total,9,Graduate,0,0,0
29759,18,State - ASSAM,Total,10,Graduate,0,0,0
29760,18,State - ASSAM,Total,11,Graduate,0,0,0
29761,18,State - ASSAM,Total,12,Graduate,0,0,0
29762,18,State - ASSAM,Total,13,Graduate,0,0,0
29763,18,State - ASSAM,Total,14,Graduate,0,0,0
29764,18,State - ASSAM,Total,15,Graduate,0,0,0
29765,18,State - ASSAM,Total,16,Graduate,0,0,0
29766,18,State - ASSAM,Total,17,Graduate,0,0,0
29767,18,State - ASSAM,Total,18,Graduate,0,0,0
29768,18,State - ASSAM,Total,19,Graduate,0,0,0
29769,18,State - ASSAM,Total,20-24,Graduate,66007,68978,134985
29770,18,State - ASSAM,Total,25-29,Graduate,101431,88005,189436
29771,18,State - ASSAM,Total,30-34,Graduate,96274,66501,162775
29772,18,State - ASSAM,Total,35-39,Graduate,92987,52033,145020
29773,18,State - ASSAM,Total,40-44,Graduate,79987,35650,115637
29774,18,State - ASSAM,Total,45-49,Graduate,63719,24201,87920
29775,18,State - ASSAM,Total,50-54,Graduate,49470,15762,65232
29776,18,State - ASSAM,Total,55-59,Graduate,34325,9430,43755
29777,18,State - ASSAM,Total,60-64,Graduate,24573,6035,30608
29778,18,State - ASSAM,Total,65-69,Graduate,13842,2573,16415
29779,18,State - ASSAM,Total,70-74,Graduate,8695,1275,9970
29780,18,State - ASSAM,Total,75-79,Graduate,4097,580,4677
29781,18,State - ASSAM,Total,80+,Graduate,3279,793,4072
29782,18,State - ASSAM,Total,Age not stated,Graduate,555,288,843
29783,18,State - ASSAM,Rural,All ages,Graduate,340774,166466,507240
29784,18,State - ASSAM,Rural,0-6,Graduate,0,0,0
29785,18,State - ASSAM,Rural,7,Graduate,0,0,0
29786,18,State - ASSAM,Rural,8,Graduate,0,0,0
29787,18,State - ASSAM,Rural,9,Graduate,0,0,0
29788,18,State - ASSAM,Rural,10,Graduate,0,0,0
29789,18,State - ASSAM,Rural,11,Graduate,0,0,0
29790,18,State - ASSAM,Rural,12,Graduate,0,0,0
29791,18,State - ASSAM,Rural,13,Graduate,0,0,0
29792,18,State - ASSAM,Rural,14,Graduate,0,0,0
29793,18,State - ASSAM,Rural,15,Graduate,0,0,0
29794,18,State - ASSAM,Rural,16,Graduate,0,0,0
29795,18,State - ASSAM,Rural,17,Graduate,0,0,0
29796,18,State - ASSAM,Rural,18,Graduate,0,0,0
29797,18,State - ASSAM,Rural,19,Graduate,0,0,0
29798,18,State - ASSAM,Rural,20-24,Graduate,38794,37694,76488
29799,18,State - ASSAM,Rural,25-29,Graduate,60711,45314,106025
29800,18,State - ASSAM,Rural,30-34,Graduate,57096,31577,88673
29801,18,State - ASSAM,Rural,35-39,Graduate,54199,22293,76492
29802,18,State - ASSAM,Rural,40-44,Graduate,43537,13161,56698
29803,18,State - ASSAM,Rural,45-49,Graduate,31116,7627,38743
29804,18,State - ASSAM,Rural,50-54,Graduate,21284,4180,25464
29805,18,State - ASSAM,Rural,55-59,Graduate,13856,2201,16057
29806,18,State - ASSAM,Rural,60-64,Graduate,9160,1225,10385
29807,18,State - ASSAM,Rural,65-69,Graduate,5118,475,5593
29808,18,State - ASSAM,Rural,70-74,Graduate,3091,270,3361
29809,18,State - ASSAM,Rural,75-79,Graduate,1379,114,1493
29810,18,State - ASSAM,Rural,80+,Graduate,1208,249,1457
29811,18,State - ASSAM,Rural,Age not stated,Graduate,225,86,311
29812,18,State - ASSAM,Urban,All ages,Graduate,298467,205638,504105
29813,18,State - ASSAM,Urban,0-6,Graduate,0,0,0
29814,18,State - ASSAM,Urban,7,Graduate,0,0,0
29815,18,State - ASSAM,Urban,8,Graduate,0,0,0
29816,18,State - ASSAM,Urban,9,Graduate,0,0,0
29817,18,State - ASSAM,Urban,10,Graduate,0,0,0
29818,18,State - ASSAM,Urban,11,Graduate,0,0,0
29819,18,State - ASSAM,Urban,12,Graduate,0,0,0
29820,18,State - ASSAM,Urban,13,Graduate,0,0,0
29821,18,State - ASSAM,Urban,14,Graduate,0,0,0
29822,18,State - ASSAM,Urban,15,Graduate,0,0,0
29823,18,State - ASSAM,Urban,16,Graduate,0,0,0
29824,18,State - ASSAM,Urban,17,Graduate,0,0,0
29825,18,State - ASSAM,Urban,18,Graduate,0,0,0
29826,18,State - ASSAM,Urban,19,Graduate,0,0,0
29827,18,State - ASSAM,Urban,20-24,Graduate,27213,31284,58497
29828,18,State - ASSAM,Urban,25-29,Graduate,40720,42691,83411
29829,18,State - ASSAM,Urban,30-34,Graduate,39178,34924,74102
29830,18,State - ASSAM,Urban,35-39,Graduate,38788,29740,68528
29831,18,State - ASSAM,Urban,40-44,Graduate,36450,22489,58939
29832,18,State - ASSAM,Urban,45-49,Graduate,32603,16574,49177
29833,18,State - ASSAM,Urban,50-54,Graduate,28186,11582,39768
29834,18,State - ASSAM,Urban,55-59,Graduate,20469,7229,27698
29835,18,State - ASSAM,Urban,60-64,Graduate,15413,4810,20223
29836,18,State - ASSAM,Urban,65-69,Graduate,8724,2098,10822
29837,18,State - ASSAM,Urban,70-74,Graduate,5604,1005,6609
29838,18,State - ASSAM,Urban,75-79,Graduate,2718,466,3184
29839,18,State - ASSAM,Urban,80+,Graduate,2071,544,2615
29840,18,State - ASSAM,Urban,Age not stated,Graduate,330,202,532
29841,19,State - WEST BENGAL,Total,All ages,Graduate,3088673,1739144,4827817
29842,19,State - WEST BENGAL,Total,0-6,Graduate,0,0,0
29843,19,State - WEST BENGAL,Total,7,Graduate,0,0,0
29844,19,State - WEST BENGAL,Total,8,Graduate,0,0,0
29845,19,State - WEST BENGAL,Total,9,Graduate,0,0,0
29846,19,State - WEST BENGAL,Total,10,Graduate,0,0,0
29847,19,State - WEST BENGAL,Total,11,Graduate,0,0,0
29848,19,State - WEST BENGAL,Total,12,Graduate,0,0,0
29849,19,State - WEST BENGAL,Total,13,Graduate,0,0,0
29850,19,State - WEST BENGAL,Total,14,Graduate,0,0,0
29851,19,State - WEST BENGAL,Total,15,Graduate,0,0,0
29852,19,State - WEST BENGAL,Total,16,Graduate,0,0,0
29853,19,State - WEST BENGAL,Total,17,Graduate,0,0,0
29854,19,State - WEST BENGAL,Total,18,Graduate,0,0,0
29855,19,State - WEST BENGAL,Total,19,Graduate,0,0,0
29856,19,State - WEST BENGAL,Total,20-24,Graduate,392346,309635,701981
29857,19,State - WEST BENGAL,Total,25-29,Graduate,469817,345506,815323
29858,19,State - WEST BENGAL,Total,30-34,Graduate,400759,266928,667687
29859,19,State - WEST BENGAL,Total,35-39,Graduate,362939,213513,576452
29860,19,State - WEST BENGAL,Total,40-44,Graduate,328227,163800,492027
29861,19,State - WEST BENGAL,Total,45-49,Graduate,273724,129271,402995
29862,19,State - WEST BENGAL,Total,50-54,Graduate,233016,104815,337831
29863,19,State - WEST BENGAL,Total,55-59,Graduate,216614,81388,298002
29864,19,State - WEST BENGAL,Total,60-64,Graduate,170395,57851,228246
29865,19,State - WEST BENGAL,Total,65-69,Graduate,107048,31192,138240
29866,19,State - WEST BENGAL,Total,70-74,Graduate,66108,16204,82312
29867,19,State - WEST BENGAL,Total,75-79,Graduate,32799,6894,39693
29868,19,State - WEST BENGAL,Total,80+,Graduate,29784,9018,38802
29869,19,State - WEST BENGAL,Total,Age not stated,Graduate,5097,3129,8226
29870,19,State - WEST BENGAL,Rural,All ages,Graduate,1042854,359922,1402776
29871,19,State - WEST BENGAL,Rural,0-6,Graduate,0,0,0
29872,19,State - WEST BENGAL,Rural,7,Graduate,0,0,0
29873,19,State - WEST BENGAL,Rural,8,Graduate,0,0,0
29874,19,State - WEST BENGAL,Rural,9,Graduate,0,0,0
29875,19,State - WEST BENGAL,Rural,10,Graduate,0,0,0
29876,19,State - WEST BENGAL,Rural,11,Graduate,0,0,0
29877,19,State - WEST BENGAL,Rural,12,Graduate,0,0,0
29878,19,State - WEST BENGAL,Rural,13,Graduate,0,0,0
29879,19,State - WEST BENGAL,Rural,14,Graduate,0,0,0
29880,19,State - WEST BENGAL,Rural,15,Graduate,0,0,0
29881,19,State - WEST BENGAL,Rural,16,Graduate,0,0,0
29882,19,State - WEST BENGAL,Rural,17,Graduate,0,0,0
29883,19,State - WEST BENGAL,Rural,18,Graduate,0,0,0
29884,19,State - WEST BENGAL,Rural,19,Graduate,0,0,0
29885,19,State - WEST BENGAL,Rural,20-24,Graduate,177924,103868,281792
29886,19,State - WEST BENGAL,Rural,25-29,Graduate,195727,93914,289641
29887,19,State - WEST BENGAL,Rural,30-34,Graduate,149745,58913,208658
29888,19,State - WEST BENGAL,Rural,35-39,Graduate,126879,38297,165176
29889,19,State - WEST BENGAL,Rural,40-44,Graduate,109362,24408,133770
29890,19,State - WEST BENGAL,Rural,45-49,Graduate,82096,15219,97315
29891,19,State - WEST BENGAL,Rural,50-54,Graduate,57604,9905,67509
29892,19,State - WEST BENGAL,Rural,55-59,Graduate,53312,7268,60580
29893,19,State - WEST BENGAL,Rural,60-64,Graduate,42602,4273,46875
29894,19,State - WEST BENGAL,Rural,65-69,Graduate,24882,1692,26574
29895,19,State - WEST BENGAL,Rural,70-74,Graduate,12247,741,12988
29896,19,State - WEST BENGAL,Rural,75-79,Graduate,4852,311,5163
29897,19,State - WEST BENGAL,Rural,80+,Graduate,4586,764,5350
29898,19,State - WEST BENGAL,Rural,Age not stated,Graduate,1036,349,1385
29899,19,State - WEST BENGAL,Urban,All ages,Graduate,2045819,1379222,3425041
29900,19,State - WEST BENGAL,Urban,0-6,Graduate,0,0,0
29901,19,State - WEST BENGAL,Urban,7,Graduate,0,0,0
29902,19,State - WEST BENGAL,Urban,8,Graduate,0,0,0
29903,19,State - WEST BENGAL,Urban,9,Graduate,0,0,0
29904,19,State - WEST BENGAL,Urban,10,Graduate,0,0,0
29905,19,State - WEST BENGAL,Urban,11,Graduate,0,0,0
29906,19,State - WEST BENGAL,Urban,12,Graduate,0,0,0
29907,19,State - WEST BENGAL,Urban,13,Graduate,0,0,0
29908,19,State - WEST BENGAL,Urban,14,Graduate,0,0,0
29909,19,State - WEST BENGAL,Urban,15,Graduate,0,0,0
29910,19,State - WEST BENGAL,Urban,16,Graduate,0,0,0
29911,19,State - WEST BENGAL,Urban,17,Graduate,0,0,0
29912,19,State - WEST BENGAL,Urban,18,Graduate,0,0,0
29913,19,State - WEST BENGAL,Urban,19,Graduate,0,0,0
29914,19,State - WEST BENGAL,Urban,20-24,Graduate,214422,205767,420189
29915,19,State - WEST BENGAL,Urban,25-29,Graduate,274090,251592,525682
29916,19,State - WEST BENGAL,Urban,30-34,Graduate,251014,208015,459029
29917,19,State - WEST BENGAL,Urban,35-39,Graduate,236060,175216,411276
29918,19,State - WEST BENGAL,Urban,40-44,Graduate,218865,139392,358257
29919,19,State - WEST BENGAL,Urban,45-49,Graduate,191628,114052,305680
29920,19,State - WEST BENGAL,Urban,50-54,Graduate,175412,94910,270322
29921,19,State - WEST BENGAL,Urban,55-59,Graduate,163302,74120,237422
29922,19,State - WEST BENGAL,Urban,60-64,Graduate,127793,53578,181371
29923,19,State - WEST BENGAL,Urban,65-69,Graduate,82166,29500,111666
29924,19,State - WEST BENGAL,Urban,70-74,Graduate,53861,15463,69324
29925,19,State - WEST BENGAL,Urban,75-79,Graduate,27947,6583,34530
29926,19,State - WEST BENGAL,Urban,80+,Graduate,25198,8254,33452
29927,19,State - WEST BENGAL,Urban,Age not stated,Graduate,4061,2780,6841
29928,20,State - JHARKHAND,Total,All ages,Graduate,906174,422303,1328477
29929,20,State - JHARKHAND,Total,0-6,Graduate,0,0,0
29930,20,State - JHARKHAND,Total,7,Graduate,0,0,0
29931,20,State - JHARKHAND,Total,8,Graduate,0,0,0
29932,20,State - JHARKHAND,Total,9,Graduate,0,0,0
29933,20,State - JHARKHAND,Total,10,Graduate,0,0,0
29934,20,State - JHARKHAND,Total,11,Graduate,0,0,0
29935,20,State - JHARKHAND,Total,12,Graduate,0,0,0
29936,20,State - JHARKHAND,Total,13,Graduate,0,0,0
29937,20,State - JHARKHAND,Total,14,Graduate,0,0,0
29938,20,State - JHARKHAND,Total,15,Graduate,0,0,0
29939,20,State - JHARKHAND,Total,16,Graduate,0,0,0
29940,20,State - JHARKHAND,Total,17,Graduate,0,0,0
29941,20,State - JHARKHAND,Total,18,Graduate,0,0,0
29942,20,State - JHARKHAND,Total,19,Graduate,0,0,0
29943,20,State - JHARKHAND,Total,20-24,Graduate,127498,95194,222692
29944,20,State - JHARKHAND,Total,25-29,Graduate,167263,104308,271571
29945,20,State - JHARKHAND,Total,30-34,Graduate,132286,69827,202113
29946,20,State - JHARKHAND,Total,35-39,Graduate,118538,51501,170039
29947,20,State - JHARKHAND,Total,40-44,Graduate,103100,36521,139621
29948,20,State - JHARKHAND,Total,45-49,Graduate,84193,24961,109154
29949,20,State - JHARKHAND,Total,50-54,Graduate,57029,15626,72655
29950,20,State - JHARKHAND,Total,55-59,Graduate,45224,10207,55431
29951,20,State - JHARKHAND,Total,60-64,Graduate,30985,5946,36931
29952,20,State - JHARKHAND,Total,65-69,Graduate,17192,2703,19895
29953,20,State - JHARKHAND,Total,70-74,Graduate,10113,1394,11507
29954,20,State - JHARKHAND,Total,75-79,Graduate,4226,570,4796
29955,20,State - JHARKHAND,Total,80+,Graduate,3511,773,4284
29956,20,State - JHARKHAND,Total,Age not stated,Graduate,5016,2772,7788
29957,20,State - JHARKHAND,Rural,All ages,Graduate,321799,93092,414891
29958,20,State - JHARKHAND,Rural,0-6,Graduate,0,0,0
29959,20,State - JHARKHAND,Rural,7,Graduate,0,0,0
29960,20,State - JHARKHAND,Rural,8,Graduate,0,0,0
29961,20,State - JHARKHAND,Rural,9,Graduate,0,0,0
29962,20,State - JHARKHAND,Rural,10,Graduate,0,0,0
29963,20,State - JHARKHAND,Rural,11,Graduate,0,0,0
29964,20,State - JHARKHAND,Rural,12,Graduate,0,0,0
29965,20,State - JHARKHAND,Rural,13,Graduate,0,0,0
29966,20,State - JHARKHAND,Rural,14,Graduate,0,0,0
29967,20,State - JHARKHAND,Rural,15,Graduate,0,0,0
29968,20,State - JHARKHAND,Rural,16,Graduate,0,0,0
29969,20,State - JHARKHAND,Rural,17,Graduate,0,0,0
29970,20,State - JHARKHAND,Rural,18,Graduate,0,0,0
29971,20,State - JHARKHAND,Rural,19,Graduate,0,0,0
29972,20,State - JHARKHAND,Rural,20-24,Graduate,54723,26477,81200
29973,20,State - JHARKHAND,Rural,25-29,Graduate,66444,26265,92709
29974,20,State - JHARKHAND,Rural,30-34,Graduate,47471,15534,63005
29975,20,State - JHARKHAND,Rural,35-39,Graduate,43223,10280,53503
29976,20,State - JHARKHAND,Rural,40-44,Graduate,37071,6315,43386
29977,20,State - JHARKHAND,Rural,45-49,Graduate,27952,3455,31407
29978,20,State - JHARKHAND,Rural,50-54,Graduate,15766,1905,17671
29979,20,State - JHARKHAND,Rural,55-59,Graduate,11503,1156,12659
29980,20,State - JHARKHAND,Rural,60-64,Graduate,8026,696,8722
29981,20,State - JHARKHAND,Rural,65-69,Graduate,4512,329,4841
29982,20,State - JHARKHAND,Rural,70-74,Graduate,2524,174,2698
29983,20,State - JHARKHAND,Rural,75-79,Graduate,871,69,940
29984,20,State - JHARKHAND,Rural,80+,Graduate,840,147,987
29985,20,State - JHARKHAND,Rural,Age not stated,Graduate,873,290,1163
29986,20,State - JHARKHAND,Urban,All ages,Graduate,584375,329211,913586
29987,20,State - JHARKHAND,Urban,0-6,Graduate,0,0,0
29988,20,State - JHARKHAND,Urban,7,Graduate,0,0,0
29989,20,State - JHARKHAND,Urban,8,Graduate,0,0,0
29990,20,State - JHARKHAND,Urban,9,Graduate,0,0,0
29991,20,State - JHARKHAND,Urban,10,Graduate,0,0,0
29992,20,State - JHARKHAND,Urban,11,Graduate,0,0,0
29993,20,State - JHARKHAND,Urban,12,Graduate,0,0,0
29994,20,State - JHARKHAND,Urban,13,Graduate,0,0,0
29995,20,State - JHARKHAND,Urban,14,Graduate,0,0,0
29996,20,State - JHARKHAND,Urban,15,Graduate,0,0,0
29997,20,State - JHARKHAND,Urban,16,Graduate,0,0,0
